name,industry,funding_total_usd,status,country,funding_rounds,founded_year
Kormeli,Finance,0,operating,United States,1,2010
Korrio,Curated Web,11217240,operating,United States,3,2009
Koru,Education,4350000,operating,United States,1,2013
Kosei,Mobile Commerce,0,operating,United States,1,2014
KosherSwitch Technologies,Hardware + Software,400000,operating,United States,1,2009
Kosmix,Curated Web,55237600,acquired,United States,5,2005
Kotch International Transportation Design Specialists,Transportation,0,operating,Canada,1,2014
KOTURA,Clean Technology,27690547,acquired,China,3,2004
Koubachi,E-Commerce,0,operating,Switzerland,1,2009
Koubei.com,Search,5000000,operating,China,1,2004
Koudai,E-Commerce,368000000,operating,China,5,2010
Koupon Media,Mobile Coupons,7250000,operating,United States,3,2011
Kout,Online Shopping,1600000,operating,United States,1,2011
Kovio,Semiconductors,76500100,acquired,United States,6,2001
kozaza.com,Local Based Services,500000,operating,"Korea, Republic of",1,2012
Kozio,Software,4236634,operating,United States,5,2002
KPS Life Sciences,Unknown,0,operating,Germany,1,2003
KRAFTWERK,Clean Technology,40000,operating,Germany,1,2006
Kraftwurx,E-Commerce,420000,operating,United States,2,2011
Krave-N,Mobile,20000,operating,United States,1,2012
Krazo Trading,Unknown,0,operating,United States,1,2011
Kreditech,Big Data,63000000,operating,Germany,7,2012
Kreix,Entertainment,50000,operating,Türkiye,1,2013
Kreyonic,Kids,78461,operating,Canada,2,2013
Krikle,Games,15000,closed,United States,1,2011
Krillion,Curated Web,9650000,acquired,United States,2,2006
Krimmeni Technologies,Software,13850000,operating,United States,3,2007
Kriyari,Curated Web,1000000,operating,United States,1,2006
KROGNI,Games,380000,operating,Russian Federation,1,2011
Kroll Bond Rating Agency,Finance,15000000,operating,United States,2,2010
Kromatid,Biotechnology,50000,operating,United States,1,2007
Kronomav Sistemas,Hardware + Software,2627940,operating,Spain,2,2006
Krossover,Sports,14939330,operating,United States,8,2008
KrowdPad,Real Time,0,operating,United States,1,2013
Krugle,Search,6100000,acquired,United States,1,2006
Krunch Guide,Business Services,0,operating,United States,1,2014
Krush,Sports,6500000,operating,United States,2,2011
Krux,Big Data Analytics,50000000,operating,United States,3,2009
Kryptiq,Software,15000000,operating,United States,2,2002
KSKT,Design,10000,operating,Japan,1,2013
Ksplice,Computers,100000,operating,United States,1,2008
Kuaidi Dache,Transportation,0,operating,China,1,2012
Kuailexue,Education,5000000,operating,China,1,2013
Kuapay,Mobile,16700000,operating,United States,6,2011
Kubi Mobi,Kids,50000,operating,Türkiye,1,2012
Kublax,Startups,1340300,operating,United Kingdom,2,2007
kubo financiero,Finance,1833790,operating,Mexico,2,2012
KUBOO,Games,2267442,operating,United States,2,2011
Kudan,Augmented Reality,240629,operating,United Kingdom,1,2011
Kudarom,Hospitality,0,operating,Russian Federation,1,2010
Kudo,Education,290000,operating,United States,2,2012
Kudos Knowledge,Information Technology,400000,operating,Australia,1,2010
Kuehnle Agrosystems,Biotechnology,2566308,operating,United States,5,2007
Kueski,Credit,1300000,operating,Mexico,1,2012
Kukunu,Startups,400000,acquired,United Kingdom,1,2009
Kula Causes,QR Codes,3088581,operating,United States,4,2011
Kulara Water,Unknown,0,operating,Cambodia,1,2010
Kuldat,SaaS,500000,operating,United States,1,2012
Kuli Kuli,Startups,350000,operating,United States,1,2011
Kuliza,Social Commerce,0,operating,India,1,2006
Kulv Travel Agency,Travel,1000000,operating,China,1,2011
Kumbuya,Discounts,873720,operating,United States,3,2012
Kumu Networks,Mobile,20425630,operating,United States,2,2011
Kunerango,High Schools,168242,operating,Italy,2,2013
Kunshan RiboQuark Pharmaceutical Technology,Biotechnology,7446285,operating,China,1,2012
Kuotus,Travel,40000,operating,Chile,1,2012
KupiBonus,E-Commerce,0,operating,Russian Federation,1,2010
KupiKupon,Coupons,3000000,operating,Russian Federation,1,2010
KupiVIP,Shopping,119600000,operating,Russian Federation,5,2008
KuponGid,Coupons,867000,closed,Russian Federation,6,2010
Kuponjo,Mobile,167600,closed,Germany,2,2010
Kupu Hawaii,Nonprofits,5100000,operating,United States,1,2007
Kurado Inc. (Inspect Manager),Unknown,200000,operating,United States,1,2013
Kurani Interactive,Software,275000,closed,United States,1,2000
Kuratur,Blogging Platforms,342000,operating,United States,5,2012
Kurbo Health,Health and Wellness,5800000,operating,United States,2,2013
Kurobe Pharmaceuticals,Biotechnology,5000000,operating,United States,1,2012
Kurtosys,Software,26550000,operating,United Kingdom,6,2002
Kurve Technology,Health Care,2638581,operating,United States,3,2001
Kustom Codes,Mobile,100000,operating,India,2,2011
KustomNote,Business Services,110000,operating,United States,1,2014
Kutenda,Advertising,0,operating,United States,1,2009
Kutoto,Location Based Services,349677,operating,Canada,1,2012
Kuznech,Search,1955000,operating,United States,5,2011
Kvantum,Software,1000000,operating,United States,1,2012
Kviar Groupe,Online Reservations,1553004,operating,Spain,2,2012
KVZ Sports,Manufacturing,160000,operating,United States,1,2010
Kwaga,Contact Management,2344760,operating,France,2,2008
Kwanji,Software,486142,operating,United Kingdom,1,2013
Kwarter,Advertising,5000000,operating,United States,2,2011
KweekWeek,SaaS,3250000,operating,United Kingdom,1,2012
Kwelia,Real Estate,60000,operating,United States,2,2010
Kwestr,Curated Web,57000,operating,China,1,2010
kWhOURS,Clean Technology,1674057,operating,United States,2,2009
KwiClick,Web Browsers,0,closed,United States,1,2008
Kwicr,Software,8143000,operating,United States,3,2012
kwiry,SMS,1000000,closed,United States,1,2006
Kybernesis,Games,66225,operating,Norway,2,2013
KYCK.com,B2B,2012948,operating,United States,4,2011
Kydaemos,Games,50000,operating,United States,4,2011
Kyma Medical Technologies,Health Care,10000000,operating,Israel,1,2008
Kymeta,Aerospace,62000000,operating,United States,2,2012
Kynded,Social Media,100000,operating,United States,1,2012
Kynetx,Advertising,2281250,operating,United States,2,2007
Kynogon,Software,3000000,closed,France,1,2000
Kypha,Biotechnology,5054375,operating,United States,5,2009
Kyriba Corporation,Payments,50200000,operating,United States,5,2000
Kyriba Japan,SaaS,4000000,operating,Japan,2,2000
Kyron,Analytics,3000000,operating,United States,1,2013
Kyruus,Health Care,38750000,operating,United States,5,2010
Kyte,Video,23350000,acquired,United States,4,2006
Kythera Biopharmaceuticals,Health Care,98400000,operating,United States,4,2005
KYTOSAN USA,Unknown,350000,operating,United States,1,2013
KZO Innovations,Collaboration,1536742,operating,United States,1,2007
L & C Grocery,Unknown,0,operating,United States,1,2012
L & T Property Investments,Real Estate,0,operating,United States,1,2011
L'Idealist,Fashion,525000,operating,France,1,2014
L'Usine à Design,Design,6130400,closed,France,2,2009
L2,Financial Services,16500000,operating,United States,1,2010
L2 Environmental Services,Oil,0,operating,United States,1,2013
L2C,Analytics,4005616,operating,United States,2,2000
L4 Mobile,Developer APIs,0,operating,United States,1,2008
L8 SmartLight,Internet of Things,203000,operating,United States,1,2012
La Belle Assiette,Curated Web,2200000,operating,France,2,2012
La Famiglia Investments,Real Estate,0,operating,United States,1,2012
La Maison Interiors,Design,600000,operating,United States,1,2011
La Más Mona,E-Commerce,1201877,operating,Spain,5,2012
La Nevera Roja.com,Hospitality,14284977,operating,Spain,4,2011
La Ruche qui dit Oui,Consumers,4061910,operating,France,3,2011
Lab21,Biotechnology,837800,operating,United Kingdom,1,2005
Lab42,Consulting,0,operating,United States,1,2010
Lab7 Systems,Biotechnology,710000,operating,United States,2,2012
LabArchives,Software,1000000,operating,United States,1,2009
Labcyte,Biotechnology,5496000,operating,United States,2,2003
LabDoor,Mobile,100000,operating,United States,1,2012
Labelby.me,E-Commerce,286776,operating,"Korea, Republic of",2,2013
Labels That Talk,Hardware + Software,782000,operating,United States,2,2006
Labfolder,Software,0,operating,Germany,1,2012
Labmeeting,Life Sciences,500000,closed,United States,1,2007
LabMinds,Hardware,3000000,operating,United States,2,2009
Labotec,Unknown,200000,operating,United States,1,2009
LabourNet,Social Media,0,operating,India,1,2008
LabPixies,Web Tools,1000000,acquired,Israel,1,2006
LabRoots,Social Network Media,25000,operating,United States,1,2008
Labs on the Go,Health Care,50000,operating,United States,1,2014
LabStyle Innovations,Hardware + Software,20407600,operating,United States,5,2012
Labtiva,Software,2000000,operating,United States,1,2007
Labtrip,Career Planning,0,operating,Spain,1,2010
LaComunity,Real Estate,155220,operating,Spain,1,2011
Lacoon Mobile Security,Software,8000000,operating,United States,1,2011
Lacrosse All Stars,Sports,75000,operating,United States,2,2010
Ladera Labs,Internet of Things,28000,operating,United States,1,2013
Ladies Who Launch,Social Media,0,operating,United States,1,2008
LAFASO,E-Commerce,40000000,operating,China,3,2008
LAFORGE Optical,Augmented Reality,1100000,operating,United States,1,2013
Lagiar,E-Commerce,40000,operating,Brazil,1,2012
Lagniappe Health,Biotechnology,7865646,operating,United States,1,2011
Lagoa,Games,6900000,acquired,Canada,2,2012
Lagoon,Apps,20000,operating,United States,1,2014
Lagotek,Software,5063236,closed,United States,1,2005
Lagou,Education,25000000,operating,China,1,2013
Lagrange Systems,Enterprise Software,3399990,operating,United States,2,2012
Laimoon.com,Employment,400000,operating,United Arab Emirates,1,2011
Lakala,Finance,25000000,operating,China,3,2005
Lake Homes Realty,Realtors,0,operating,United States,1,2009
Lakeside Endoscopy Center,Health and Wellness,452800,operating,United States,1,2006
Lakeside Speech Language and Learning,Medical,0,operating,United States,1,2006
Lakewood Amedex,Biotechnology,5500000,operating,United States,1,2006
Lalalama,Consulting,300000,operating,Israel,2,2012
Lama Lab,Enterprise Software,1213066,closed,United States,2,2009
Lambda OpticalSystems,Web Hosting,2000000,operating,United States,1,2000
Lambda Solutions,Curated Web,250000,operating,Canada,1,2002
Lamoda,E-Commerce,210866000,operating,Russian Federation,4,2011
Lamppost,Android,11308,closed,United Kingdom,1,2012
Lamsa,Unknown,500000,operating,Saudi Arabia,1,2012
LAN-Power,Manufacturing,500000,operating,United States,1,2007
lancers Inc,Crowdsourcing,11350000,operating,Japan,2,2008
Lancope,Security,24600000,operating,United States,4,2000
LANDBAY | Secured P2P Lending,Finance,2851845,operating,United Kingdom,3,2013
Landmaster Partners,Unknown,0,operating,United States,1,2008
Lang-8,Curated Web,0,operating,Japan,1,2007
Langhar,Unknown,110000,operating,India,2,2013
Lango,Mobile Software Tools,22000000,operating,United States,1,2006
LangoLab,Education,18000,closed,Germany,1,2009
Langtice,Curated Web,10000,closed,Czechia,1,2012
Language Cloud,Enterprise Software,1160000,operating,Japan,1,2012
Language Learning Class,Software,0,operating,United States,1,2014
Language Logistics,Software,0,operating,United States,1,2011
Language Systems,Language Learning,40000,operating,China,1,2008
Lanica,Android,0,operating,United States,1,2012
Lanky,Health and Wellness,1200000,operating,United States,1,2014
Lantern,Health and Wellness,4400000,operating,United States,2,2012
LanternCRM,Small and Medium Businesses,250000,operating,United States,2,2012
Lantos Technologies,Hardware + Software,10950000,operating,United States,4,2009
Lanx,Biotechnology,16556606,acquired,United States,4,2003
LanzaTech New Zealand,Clean Technology,134300000,operating,United States,4,2005
Lapio,Sports,110000,operating,United States,1,2012
LapSpace,Hardware + Software,1000000,operating,Israel,1,2011
Larada Sciences,Biotechnology,2629349,operating,United States,3,2006
larala.com,Music,780000,operating,Argentina,1,2010
Larger Than Life Prints,E-Commerce,75000,operating,United States,1,2008
Laricina Energy,Clean Technology,15000000,operating,Canada,1,2005
lark,Health and Wellness,4100000,operating,United States,2,2010
Larky,Mobile,2410000,operating,United States,2,2012
Larosco,Sales and Marketing,219165,operating,United Kingdom,1,2009
Larotec,Software,3000000,operating,Israel,1,2005
Lascaux Co.,Design,700000,acquired,United States,2,2011
Laser View,Sports,0,operating,United States,1,2014
Laser Wire Solutions,Manufacturing,416694,operating,United Kingdom,1,2011
LaserLeap,Biotechnology,0,operating,Portugal,1,2011
Lashou.com,E-Commerce,165000000,operating,China,3,2010
Lasso Media,Photography,1250000,operating,United States,1,2012
Last 2 Left,Games,210000,operating,United States,2,2012
Last.fm,Music,5000000,acquired,United Kingdom,1,2002
Lastline,Security,23700000,operating,United States,4,2011
LastRoom,Travel,475000,operating,Mexico,3,2012
Laszlo Systems,Unifed Communications,39890000,acquired,United States,8,2000
Lat49,Internet,3800000,closed,Canada,2,2007
latakoo,News,2000000,operating,United States,1,2010
Lateral SV,Visual Search,385000,operating,United States,1,2013
Latest Medical,Health and Wellness,100000,operating,United States,1,2007
Lathrop PARC Redwood City,Biotechnology,10327000,operating,United States,2,2009
Latina Researchers Network,Social Media,40000,operating,United States,1,2012
Latinda,Software,40000,operating,Argentina,1,2011
Lattice Engines,CRM,26700000,operating,United States,3,2006
Lattice Voice Technologies,Software,295000,operating,United Kingdom,1,2006
LATTO,Personalization,15000000,operating,Israel,2,2007
LaunchBit,Startups,960000,acquired,United States,2,2011
LaunchCyte,Biotechnology,1514990,operating,United States,2,2000
LaunchGram,News,70000,acquired,United States,2,2012
LaunchHear,Curated Web,0,operating,United States,1,2010
LaunchKey,Cyber Security,1000000,operating,United States,2,2012
Launchpad Toys,App Stores,1117000,operating,United States,4,2010
Launchpilots,E-Commerce,0,operating,Hong Kong,1,2012
Launchr,Web Hosting,358416,operating,Germany,1,2010
LaunchRock,Enterprise Software,800000,acquired,United States,1,2011
LaunchSide,Consulting,25000,operating,United States,1,2011
LaunchSide.com,Finance,25000,operating,United States,1,2011
LaunchTrack,Event Management,802500,operating,United States,4,2011
Laura Sapiens,Consumer Electronics,212550,operating,Italy,1,2011
Laurel & Wolf,Design,1100000,operating,United States,1,2014
Laurus Labs,Pharmaceuticals,90000000,operating,India,1,2005
Lavaboom,Messaging,190417,operating,Germany,3,2014
Lavante,Enterprise Software,8500000,operating,United States,2,2001
Lavish Skate,Sports,0,operating,United States,1,2010
LawbitDocs,Legal,611687,operating,United Kingdom,1,2011
LawDeck,Internet,0,operating,United Kingdom,1,2013
Lawdingo,Legal,790000,operating,United States,2,2012
LawKick,B2B,200000,operating,United States,3,2012
Lawn Love,Services,1900000,operating,United States,1,2014
LawPal,Project Management,800000,operating,United States,2,2013
LawPivot,Licensing,1600000,acquired,United States,2,2009
LawyerPaid,Finance,0,operating,United States,1,2013
Lax.com,E-Commerce,1276667,operating,United States,1,2000
Layar,Browser Extensions,17074000,acquired,Netherlands,2,2009
